sample_order,sector,sector_rank,ticker,company_name,CIK,filing_position,form,filing_date,accession_number,sec_locator,verification_status,verification_note
42,consumer_staples,7,STZ,Constellation Brands,0000016918,F2,10-Q,2020-01-08,0000016918-20-000007,https://www.sec.gov/Archives/edgar/data/16918/0000016918-20-000007.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
42,consumer_staples,7,STZ,Constellation Brands,0000016918,F3,10-K,2020-04-21,0000016918-20-000078,https://www.sec.gov/Archives/edgar/data/16918/0000016918-20-000078.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
42,consumer_staples,7,STZ,Constellation Brands,0000016918,F4,10-Q,2020-07-01,0000016918-20-000173,https://www.sec.gov/Archives/edgar/data/16918/0000016918-20-000173.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
42,consumer_staples,7,STZ,Constellation Brands,0000016918,F5,10-Q,2020-10-01,0000016918-20-000237,https://www.sec.gov/Archives/edgar/data/16918/0000016918-20-000237.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
43,consumer_staples,8,LW,Lamb Weston,0001679273,F1,10-Q,2019-10-02,0001558370-19-008763,https://www.sec.gov/Archives/edgar/data/1679273/0001558370-19-008763.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
43,consumer_staples,8,LW,Lamb Weston,0001679273,F2,10-Q,2020-01-03,0001558370-20-000031,https://www.sec.gov/Archives/edgar/data/1679273/0001558370-20-000031.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
43,consumer_staples,8,LW,Lamb Weston,0001679273,F3,10-Q,2020-04-01,0001558370-20-003511,https://www.sec.gov/Archives/edgar/data/1679273/0001558370-20-003511.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
43,consumer_staples,8,LW,Lamb Weston,0001679273,F4,10-K,2020-07-28,0001558370-20-008501,https://www.sec.gov/Archives/edgar/data/1679273/0001558370-20-008501.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
43,consumer_staples,8,LW,Lamb Weston,0001679273,F5,10-Q,2020-10-07,0001558370-20-011400,https://www.sec.gov/Archives/edgar/data/1679273/0001558370-20-011400.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
44,consumer_staples,9,TSN,Tyson Foods,0000100493,F1,10-K,2019-11-12,0000100493-19-000118,https://www.sec.gov/Archives/edgar/data/100493/0000100493-19-000118.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
44,consumer_staples,9,TSN,Tyson Foods,0000100493,F2,10-Q,2020-02-06,0000100493-20-000016,https://www.sec.gov/Archives/edgar/data/100493/0000100493-20-000016.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
44,consumer_staples,9,TSN,Tyson Foods,0000100493,F3,10-Q,2020-05-04,0000100493-20-000074,https://www.sec.gov/Archives/edgar/data/100493/0000100493-20-000074.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
44,consumer_staples,9,TSN,Tyson Foods,0000100493,F4,10-Q,2020-08-03,0000100493-20-000103,https://www.sec.gov/Archives/edgar/data/100493/0000100493-20-000103.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
44,consumer_staples,9,TSN,Tyson Foods,0000100493,F5,10-K,2020-11-16,0000100493-20-000132,https://www.sec.gov/Archives/edgar/data/100493/0000100493-20-000132.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
45,consumer_staples,10,CLX,Clorox,0000021076,F1,10-Q,2019-10-31,0000021076-19-000016,https://www.sec.gov/Archives/edgar/data/21076/0000021076-19-000016.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
45,consumer_staples,10,CLX,Clorox,0000021076,F2,10-Q,2020-02-04,0000021076-20-000004,https://www.sec.gov/Archives/edgar/data/21076/0000021076-20-000004.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
45,consumer_staples,10,CLX,Clorox,0000021076,F3,10-Q,2020-05-01,0000021076-20-000008,https://www.sec.gov/Archives/edgar/data/21076/0000021076-20-000008.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
45,consumer_staples,10,CLX,Clorox,0000021076,F4,10-K,2020-08-13,0000021076-20-000016,https://www.sec.gov/Archives/edgar/data/21076/0000021076-20-000016.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
45,consumer_staples,10,CLX,Clorox,0000021076,F5,10-Q,2020-11-02,0000021076-20-000021,https://www.sec.gov/Archives/edgar/data/21076/0000021076-20-000021.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
46,consumer_staples,11,PEP,PepsiCo,0000077476,F1,10-Q,2019-10-03,0000077476-19-000093,https://www.sec.gov/Archives/edgar/data/77476/0000077476-19-000093.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
46,consumer_staples,11,PEP,PepsiCo,0000077476,F2,10-K,2020-02-13,0000077476-20-000015,https://www.sec.gov/Archives/edgar/data/77476/0000077476-20-000015.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
46,consumer_staples,11,PEP,PepsiCo,0000077476,F3,10-Q,2020-04-28,0000077476-20-000041,https://www.sec.gov/Archives/edgar/data/77476/0000077476-20-000041.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
46,consumer_staples,11,PEP,PepsiCo,0000077476,F4,10-Q,2020-07-13,0000077476-20-000060,https://www.sec.gov/Archives/edgar/data/77476/0000077476-20-000060.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
46,consumer_staples,11,PEP,PepsiCo,0000077476,F5,10-Q,2020-10-01,0000077476-20-000068,https://www.sec.gov/Archives/edgar/data/77476/0000077476-20-000068.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
47,consumer_staples,12,ADM,Archer Daniels Midland,0000007084,F1,10-Q,2019-10-31,0000007084-19-000034,https://www.sec.gov/Archives/edgar/data/7084/0000007084-19-000034.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
47,consumer_staples,12,ADM,Archer Daniels Midland,0000007084,F2,10-K,2020-02-18,0000007084-20-000009,https://www.sec.gov/Archives/edgar/data/7084/0000007084-20-000009.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
47,consumer_staples,12,ADM,Archer Daniels Midland,0000007084,F3,10-Q,2020-05-01,0000007084-20-000015,https://www.sec.gov/Archives/edgar/data/7084/0000007084-20-000015.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
47,consumer_staples,12,ADM,Archer Daniels Midland,0000007084,F4,10-Q,2020-07-30,0000007084-20-000025,https://www.sec.gov/Archives/edgar/data/7084/0000007084-20-000025.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
47,consumer_staples,12,ADM,Archer Daniels Midland,0000007084,F5,10-Q,2020-10-30,0000007084-20-000038,https://www.sec.gov/Archives/edgar/data/7084/0000007084-20-000038.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
48,consumer_staples,13,KO,Coca-Cola Company,0000021344,F1,10-Q,2019-10-24,0000021344-19-000042,https://www.sec.gov/Archives/edgar/data/21344/0000021344-19-000042.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
48,consumer_staples,13,KO,Coca-Cola Company,0000021344,F2,10-K,2020-02-24,0000021344-20-000006,https://www.sec.gov/Archives/edgar/data/21344/0000021344-20-000006.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
48,consumer_staples,13,KO,Coca-Cola Company,0000021344,F3,10-Q,2020-04-24,0000021344-20-000014,https://www.sec.gov/Archives/edgar/data/21344/0000021344-20-000014.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
48,consumer_staples,13,KO,Coca-Cola Company,0000021344,F4,10-Q,2020-07-22,0000021344-20-000041,https://www.sec.gov/Archives/edgar/data/21344/0000021344-20-000041.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
48,consumer_staples,13,KO,Coca-Cola Company,0000021344,F5,10-Q,2020-10-22,0000021344-20-000046,https://www.sec.gov/Archives/edgar/data/21344/0000021344-20-000046.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
49,consumer_staples,14,TAP,Molson Coors Beverage Company,0000024545,F1,10-Q,2019-10-30,0000024545-19-000036,https://www.sec.gov/Archives/edgar/data/24545/0000024545-19-000036.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
49,consumer_staples,14,TAP,Molson Coors Beverage Company,0000024545,F2,10-K,2020-02-12,0000024545-20-000005,https://www.sec.gov/Archives/edgar/data/24545/0000024545-20-000005.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
49,consumer_staples,14,TAP,Molson Coors Beverage Company,0000024545,F3,10-Q,2020-04-30,0000024545-20-000009,https://www.sec.gov/Archives/edgar/data/24545/0000024545-20-000009.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
49,consumer_staples,14,TAP,Molson Coors Beverage Company,0000024545,F4,10-Q,2020-07-30,0000024545-20-000018,https://www.sec.gov/Archives/edgar/data/24545/0000024545-20-000018.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
49,consumer_staples,14,TAP,Molson Coors Beverage Company,0000024545,F5,10-Q,2020-10-29,0000024545-20-000022,https://www.sec.gov/Archives/edgar/data/24545/0000024545-20-000022.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
50,consumer_staples,15,PG,Procter & Gamble,0000080424,F1,10-Q,2019-10-22,0000080424-19-000086,https://www.sec.gov/Archives/edgar/data/80424/0000080424-19-000086.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
50,consumer_staples,15,PG,Procter & Gamble,0000080424,F2,10-Q,2020-01-23,0000080424-20-000017,https://www.sec.gov/Archives/edgar/data/80424/0000080424-20-000017.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
50,consumer_staples,15,PG,Procter & Gamble,0000080424,F3,10-Q,2020-04-20,0000080424-20-000038,https://www.sec.gov/Archives/edgar/data/80424/0000080424-20-000038.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
50,consumer_staples,15,PG,Procter & Gamble,0000080424,F4,10-K,2020-08-06,0000080424-20-000053,https://www.sec.gov/Archives/edgar/data/80424/0000080424-20-000053.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
50,consumer_staples,15,PG,Procter & Gamble,0000080424,F5,10-Q,2020-10-20,0000080424-20-000097,https://www.sec.gov/Archives/edgar/data/80424/0000080424-20-000097.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
51,consumer_staples,16,TGT,Target Corporation,0000027419,F1,10-Q,2019-11-27,0000027419-19-000026,https://www.sec.gov/Archives/edgar/data/27419/0000027419-19-000026.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
51,consumer_staples,16,TGT,Target Corporation,0000027419,F2,10-K,2020-03-11,0000027419-20-000008,https://www.sec.gov/Archives/edgar/data/27419/0000027419-20-000008.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
51,consumer_staples,16,TGT,Target Corporation,0000027419,F3,10-Q,2020-05-29,0000027419-20-000014,https://www.sec.gov/Archives/edgar/data/27419/0000027419-20-000014.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
51,consumer_staples,16,TGT,Target Corporation,0000027419,F4,10-Q,2020-08-28,0000027419-20-000023,https://www.sec.gov/Archives/edgar/data/27419/0000027419-20-000023.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
51,consumer_staples,16,TGT,Target Corporation,0000027419,F5,10-Q,2020-11-25,0000027419-20-000034,https://www.sec.gov/Archives/edgar/data/27419/0000027419-20-000034.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
52,energy,1,XOM,Exxon Mobil Corporation,0000034088,F1,10-Q,2019-11-06,0000034088-19-000062,https://www.sec.gov/Archives/edgar/data/34088/0000034088-19-000062.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
52,energy,1,XOM,Exxon Mobil Corporation,0000034088,F2,10-K,2020-02-26,0000034088-20-000016,https://www.sec.gov/Archives/edgar/data/34088/0000034088-20-000016.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
52,energy,1,XOM,Exxon Mobil Corporation,0000034088,F3,10-Q,2020-05-06,0000034088-20-000037,https://www.sec.gov/Archives/edgar/data/34088/0000034088-20-000037.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
52,energy,1,XOM,Exxon Mobil Corporation,0000034088,F4,10-Q,2020-08-05,0000034088-20-000073,https://www.sec.gov/Archives/edgar/data/34088/0000034088-20-000073.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
52,energy,1,XOM,Exxon Mobil Corporation,0000034088,F5,10-Q,2020-11-04,0000034088-20-000090,https://www.sec.gov/Archives/edgar/data/34088/0000034088-20-000090.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
53,energy,2,APA,Apache Corporation,0000006769,F1,10-Q,2019-10-31,0001733037-19-000016,https://www.sec.gov/Archives/edgar/data/6769/0001733037-19-000016.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
53,energy,2,APA,Apache Corporation,0000006769,F2,10-K,2020-02-28,0001733037-20-000004,https://www.sec.gov/Archives/edgar/data/6769/0001733037-20-000004.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
53,energy,2,APA,Apache Corporation,0000006769,F3,10-Q,2020-05-07,0001733037-20-000008,https://www.sec.gov/Archives/edgar/data/6769/0001733037-20-000008.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
53,energy,2,APA,Apache Corporation,0000006769,F4,10-Q,2020-07-30,0001733037-20-000013,https://www.sec.gov/Archives/edgar/data/6769/0001733037-20-000013.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
53,energy,2,APA,Apache Corporation,0000006769,F5,10-Q,2020-11-05,0001733037-20-000018,https://www.sec.gov/Archives/edgar/data/6769/0001733037-20-000018.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
54,energy,3,FANG,Diamondback Energy,0001539838,F1,10-Q,2019-11-06,0001539838-19-000117,https://www.sec.gov/Archives/edgar/data/1539838/0001539838-19-000117.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
54,energy,3,FANG,Diamondback Energy,0001539838,F2,10-K,2020-02-27,0001539838-20-000021,https://www.sec.gov/Archives/edgar/data/1539838/0001539838-20-000021.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
54,energy,3,FANG,Diamondback Energy,0001539838,F3,10-Q,2020-05-08,0001539838-20-000054,https://www.sec.gov/Archives/edgar/data/1539838/0001539838-20-000054.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
54,energy,3,FANG,Diamondback Energy,0001539838,F4,10-Q,2020-08-10,0001539838-20-000101,https://www.sec.gov/Archives/edgar/data/1539838/0001539838-20-000101.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
54,energy,3,FANG,Diamondback Energy,0001539838,F5,10-Q,2020-11-05,0001539838-20-000111,https://www.sec.gov/Archives/edgar/data/1539838/0001539838-20-000111.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
55,energy,4,NOV,NOV,0001021860,F1,10-Q,2019-10-30,0001564590-19-038434,https://www.sec.gov/Archives/edgar/data/1021860/0001564590-19-038434.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
55,energy,4,NOV,NOV,0001021860,F2,10-K,2020-02-13,0001564590-20-004552,https://www.sec.gov/Archives/edgar/data/1021860/0001564590-20-004552.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
55,energy,4,NOV,NOV,0001021860,F3,10-Q,2020-04-28,0001564590-20-019212,https://www.sec.gov/Archives/edgar/data/1021860/0001564590-20-019212.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
55,energy,4,NOV,NOV,0001021860,F4,10-Q,2020-07-28,0001564590-20-033775,https://www.sec.gov/Archives/edgar/data/1021860/0001564590-20-033775.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
55,energy,4,NOV,NOV,0001021860,F5,10-Q,2020-10-27,0001564590-20-047905,https://www.sec.gov/Archives/edgar/data/1021860/0001564590-20-047905.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
56,energy,5,FTI,TechnipFMC,0001681459,F1,10-Q,2019-11-12,0001681459-19-000104,https://www.sec.gov/Archives/edgar/data/1681459/0001681459-19-000104.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
56,energy,5,FTI,TechnipFMC,0001681459,F2,10-K,2020-03-03,0001681459-20-000004,https://www.sec.gov/Archives/edgar/data/1681459/0001681459-20-000004.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
56,energy,5,FTI,TechnipFMC,0001681459,F3,10-Q,2020-05-04,0001681459-20-000083,https://www.sec.gov/Archives/edgar/data/1681459/0001681459-20-000083.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
56,energy,5,FTI,TechnipFMC,0001681459,F4,10-Q,2020-07-31,0001681459-20-000103,https://www.sec.gov/Archives/edgar/data/1681459/0001681459-20-000103.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
56,energy,5,FTI,TechnipFMC,0001681459,F5,10-Q,2020-11-02,0001681459-20-000123,https://www.sec.gov/Archives/edgar/data/1681459/0001681459-20-000123.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
57,energy,6,COP,ConocoPhillips,0001163165,F1,10-Q,2019-10-31,0001193125-19-279997,https://www.sec.gov/Archives/edgar/data/1163165/0001193125-19-279997.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
57,energy,6,COP,ConocoPhillips,0001163165,F2,10-K,2020-02-18,0001193125-20-039954,https://www.sec.gov/Archives/edgar/data/1163165/0001193125-20-039954.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
57,energy,6,COP,ConocoPhillips,0001163165,F3,10-Q,2020-05-05,0001562762-20-000162,https://www.sec.gov/Archives/edgar/data/1163165/0001562762-20-000162.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
57,energy,6,COP,ConocoPhillips,0001163165,F4,10-Q,2020-08-04,0001562762-20-000267,https://www.sec.gov/Archives/edgar/data/1163165/0001562762-20-000267.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
57,energy,6,COP,ConocoPhillips,0001163165,F5,10-Q,2020-11-03,0001562762-20-000367,https://www.sec.gov/Archives/edgar/data/1163165/0001562762-20-000367.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
58,energy,7,OXY,Occidental Petroleum,0000797468,F1,10-Q,2019-11-04,0000797468-19-000016,https://www.sec.gov/Archives/edgar/data/797468/0000797468-19-000016.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
58,energy,7,OXY,Occidental Petroleum,0000797468,F2,10-K,2020-02-28,0000797468-20-000004,https://www.sec.gov/Archives/edgar/data/797468/0000797468-20-000004.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
58,energy,7,OXY,Occidental Petroleum,0000797468,F3,10-Q,2020-05-06,0000797468-20-000010,https://www.sec.gov/Archives/edgar/data/797468/0000797468-20-000010.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
58,energy,7,OXY,Occidental Petroleum,0000797468,F4,10-Q,2020-08-10,0000797468-20-000027,https://www.sec.gov/Archives/edgar/data/797468/0000797468-20-000027.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
58,energy,7,OXY,Occidental Petroleum,0000797468,F5,10-Q,2020-11-09,0000797468-20-000033,https://www.sec.gov/Archives/edgar/data/797468/0000797468-20-000033.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
59,energy,8,KMI,Kinder Morgan,0001506307,F1,10-Q,2019-10-21,0001506307-19-000158,https://www.sec.gov/Archives/edgar/data/1506307/0001506307-19-000158.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
59,energy,8,KMI,Kinder Morgan,0001506307,F2,10-K,2020-02-12,0001506307-20-000022,https://www.sec.gov/Archives/edgar/data/1506307/0001506307-20-000022.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
59,energy,8,KMI,Kinder Morgan,0001506307,F3,10-Q,2020-04-29,0001506307-20-000041,https://www.sec.gov/Archives/edgar/data/1506307/0001506307-20-000041.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
59,energy,8,KMI,Kinder Morgan,0001506307,F4,10-Q,2020-07-27,0001506307-20-000067,https://www.sec.gov/Archives/edgar/data/1506307/0001506307-20-000067.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
59,energy,8,KMI,Kinder Morgan,0001506307,F5,10-Q,2020-10-23,0001506307-20-000097,https://www.sec.gov/Archives/edgar/data/1506307/0001506307-20-000097.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
60,energy,9,HES,Hess Corporation,0000004447,F1,10-Q,2019-11-07,0001564590-19-041724,https://www.sec.gov/Archives/edgar/data/4447/0001564590-19-041724.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
60,energy,9,HES,Hess Corporation,0000004447,F2,10-K,2020-02-20,0001564590-20-005545,https://www.sec.gov/Archives/edgar/data/4447/0001564590-20-005545.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
60,energy,9,HES,Hess Corporation,0000004447,F3,10-Q,2020-05-07,0001564590-20-022922,https://www.sec.gov/Archives/edgar/data/4447/0001564590-20-022922.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
60,energy,9,HES,Hess Corporation,0000004447,F4,10-Q,2020-08-06,0001628280-20-011992,https://www.sec.gov/Archives/edgar/data/4447/0001628280-20-011992.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
60,energy,9,HES,Hess Corporation,0000004447,F5,10-Q,2020-11-05,0001628280-20-015747,https://www.sec.gov/Archives/edgar/data/4447/0001628280-20-015747.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
61,energy,10,DVN,Devon Energy,0001090012,F1,10-Q,2019-11-06,0001564590-19-040774,https://www.sec.gov/Archives/edgar/data/1090012/0001564590-19-040774.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Sequential 10-Q/10-K under frozen H06 F5 rule
