sample_order,sector,ticker,company_name,CIK,filing_position,form,filing_date,accession_number,sec_locator,classification,signal_strength,temporal_state,affected_actor,origin_status,evidence_summary,specificity,novelty,persistence,commercial_explicitness,scorer_confidence
49,consumer_staples,TAP,Molson Coors Beverage Company,0000024545,F3,10-Q,2020-04-30,0000024545-20-000009,https://www.sec.gov/Archives/edgar/data/24545/0000024545-20-000009.txt,No Signal,N/A,N/A,N/A,N/A,"Cost inflation and premium-product demand are discussed, but the frozen evidence does not establish a concrete company customer-transfer or yield action at F5.",N/A,None,None,N/A,High
49,consumer_staples,TAP,Molson Coors Beverage Company,0000024545,F4,10-Q,2020-07-30,0000024545-20-000018,https://www.sec.gov/Archives/edgar/data/24545/0000024545-20-000018.txt,No Signal,N/A,N/A,N/A,N/A,"Cost inflation and premium-product demand are discussed, but the frozen evidence does not establish a concrete company customer-transfer or yield action at F5.",N/A,None,None,N/A,High
49,consumer_staples,TAP,Molson Coors Beverage Company,0000024545,F5,10-Q,2020-10-29,0000024545-20-000022,https://www.sec.gov/Archives/edgar/data/24545/0000024545-20-000022.txt,No Signal,N/A,N/A,N/A,N/A,"Cost inflation and premium-product demand are discussed, but the frozen evidence does not establish a concrete company customer-transfer or yield action at F5.",N/A,None,None,N/A,High
50,consumer_staples,PG,Procter & Gamble,0000080424,F1,10-Q,2019-10-22,0000080424-19-000086,https://www.sec.gov/Archives/edgar/data/80424/0000080424-19-000086.txt,SP004,Strong,IMPLEMENTATION,Retail consumers,Company-originated commercial model,F1 explicitly links commodity fluctuations to pricing actions and shows actual higher pricing; F5 repeats pricing actions as a cost-management lever and reports higher-pricing margin benefit. Strong but pre-existing.,High,Pre-existing,Persistent,High,High
50,consumer_staples,PG,Procter & Gamble,0000080424,F2,10-Q,2020-01-23,0000080424-20-000017,https://www.sec.gov/Archives/edgar/data/80424/0000080424-20-000017.txt,SP004,Strong,IMPLEMENTATION,Retail consumers,Company-originated commercial model,F1 explicitly links commodity fluctuations to pricing actions and shows actual higher pricing; F5 repeats pricing actions as a cost-management lever and reports higher-pricing margin benefit. Strong but pre-existing.,High,Pre-existing,Persistent,High,High
50,consumer_staples,PG,Procter & Gamble,0000080424,F3,10-Q,2020-04-20,0000080424-20-000038,https://www.sec.gov/Archives/edgar/data/80424/0000080424-20-000038.txt,SP004,Strong,IMPLEMENTATION,Retail consumers,Company-originated commercial model,F1 explicitly links commodity fluctuations to pricing actions and shows actual higher pricing; F5 repeats pricing actions as a cost-management lever and reports higher-pricing margin benefit. Strong but pre-existing.,High,Pre-existing,Persistent,High,High
50,consumer_staples,PG,Procter & Gamble,0000080424,F4,10-K,2020-08-06,0000080424-20-000053,https://www.sec.gov/Archives/edgar/data/80424/0000080424-20-000053.txt,SP004,Strong,IMPLEMENTATION,Retail consumers,Company-originated commercial model,F1 explicitly links commodity fluctuations to pricing actions and shows actual higher pricing; F5 repeats pricing actions as a cost-management lever and reports higher-pricing margin benefit. Strong but pre-existing.,High,Pre-existing,Persistent,High,High
50,consumer_staples,PG,Procter & Gamble,0000080424,F5,10-Q,2020-10-20,0000080424-20-000097,https://www.sec.gov/Archives/edgar/data/80424/0000080424-20-000097.txt,SP004,Strong,IMPLEMENTATION,Retail consumers,Company-originated commercial model,F1 explicitly links commodity fluctuations to pricing actions and shows actual higher pricing; F5 repeats pricing actions as a cost-management lever and reports higher-pricing margin benefit. Strong but pre-existing.,High,Pre-existing,Persistent,High,High
51,consumer_staples,TGT,Target Corporation,0000027419,F1,10-Q,2019-11-27,0000027419-19-000026,https://www.sec.gov/Archives/edgar/data/27419/0000027419-19-000026.txt,No Signal,N/A,N/A,N/A,N/A,"The frozen filings do not identify a qualifying customer pricing, entitlement, migration or cost-transfer mechanism; accounting references to discontinued operations are non-qualifying.",N/A,None,None,N/A,High
51,consumer_staples,TGT,Target Corporation,0000027419,F2,10-K,2020-03-11,0000027419-20-000008,https://www.sec.gov/Archives/edgar/data/27419/0000027419-20-000008.txt,No Signal,N/A,N/A,N/A,N/A,"The frozen filings do not identify a qualifying customer pricing, entitlement, migration or cost-transfer mechanism; accounting references to discontinued operations are non-qualifying.",N/A,None,None,N/A,High
51,consumer_staples,TGT,Target Corporation,0000027419,F3,10-Q,2020-05-29,0000027419-20-000014,https://www.sec.gov/Archives/edgar/data/27419/0000027419-20-000014.txt,No Signal,N/A,N/A,N/A,N/A,"The frozen filings do not identify a qualifying customer pricing, entitlement, migration or cost-transfer mechanism; accounting references to discontinued operations are non-qualifying.",N/A,None,None,N/A,High
51,consumer_staples,TGT,Target Corporation,0000027419,F4,10-Q,2020-08-28,0000027419-20-000023,https://www.sec.gov/Archives/edgar/data/27419/0000027419-20-000023.txt,No Signal,N/A,N/A,N/A,N/A,"The frozen filings do not identify a qualifying customer pricing, entitlement, migration or cost-transfer mechanism; accounting references to discontinued operations are non-qualifying.",N/A,None,None,N/A,High
51,consumer_staples,TGT,Target Corporation,0000027419,F5,10-Q,2020-11-25,0000027419-20-000034,https://www.sec.gov/Archives/edgar/data/27419/0000027419-20-000034.txt,No Signal,N/A,N/A,N/A,N/A,"The frozen filings do not identify a qualifying customer pricing, entitlement, migration or cost-transfer mechanism; accounting references to discontinued operations are non-qualifying.",N/A,None,None,N/A,High
