sample_order,sector,sector_rank,ticker,company_name,CIK,filing_position,form,filing_date,accession_number,sec_locator,verification_status,verification_note,classification,signal_strength,temporal_state,affected_actor,origin_status,evidence_summary,specificity,novelty,persistence,commercial_explicitness,scorer_confidence
110,health_care,12,RMD,ResMed|,0000943819,F3,10-Q,2020-05-01,0000943819-20-000008,https://www.sec.gov/Archives/edgar/data/943819/0000943819-20-000008.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,No Signal,N/A,N/A,N/A,N/A,Share-repurchase and reference-rate discontinuation language does not affect customers.,N/A,N/A,None,N/A,High
110,health_care,12,RMD,ResMed|,0000943819,F4,10-K,2020-08-13,0000943819-20-000013,https://www.sec.gov/Archives/edgar/data/943819/0000943819-20-000013.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,No Signal,N/A,N/A,N/A,N/A,Share-repurchase and reference-rate discontinuation language does not affect customers.,N/A,N/A,None,N/A,High
110,health_care,12,RMD,ResMed|,0000943819,F5,10-Q,2020-10-30,0000943819-20-000024,https://www.sec.gov/Archives/edgar/data/943819/0000943819-20-000024.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,No Signal,N/A,N/A,N/A,N/A,Share-repurchase and reference-rate discontinuation language does not affect customers.,N/A,N/A,None,N/A,High
111,health_care,13,PKI,PerkinElmer,0000031791,F1,10-Q,2019-11-05,0000031791-19-000014,https://www.sec.gov/Archives/edgar/data/31791/0000031791-19-000014.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,No Signal,N/A,N/A,N/A,N/A,"The filing describes inability to pass shipping cost increases to customers, not a qualifying implemented customer-cost transfer.",N/A,N/A,None,N/A,High
111,health_care,13,PKI,PerkinElmer,0000031791,F2,10-K,2020-02-25,0000031791-20-000003,https://www.sec.gov/Archives/edgar/data/31791/0000031791-20-000003.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,No Signal,N/A,N/A,N/A,N/A,"The filing describes inability to pass shipping cost increases to customers, not a qualifying implemented customer-cost transfer.",N/A,N/A,None,N/A,High
111,health_care,13,PKI,PerkinElmer,0000031791,F3,10-Q,2020-05-12,0000031791-20-000006,https://www.sec.gov/Archives/edgar/data/31791/0000031791-20-000006.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,No Signal,N/A,N/A,N/A,N/A,"The filing describes inability to pass shipping cost increases to customers, not a qualifying implemented customer-cost transfer.",N/A,N/A,None,N/A,High
111,health_care,13,PKI,PerkinElmer,0000031791,F4,10-Q,2020-08-11,0001628280-20-012418,https://www.sec.gov/Archives/edgar/data/31791/0001628280-20-012418.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,No Signal,N/A,N/A,N/A,N/A,"The filing describes inability to pass shipping cost increases to customers, not a qualifying implemented customer-cost transfer.",N/A,N/A,None,N/A,High
111,health_care,13,PKI,PerkinElmer,0000031791,F5,10-Q,2020-11-10,0000031791-20-000010,https://www.sec.gov/Archives/edgar/data/31791/0000031791-20-000010.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,No Signal,N/A,N/A,N/A,N/A,"The filing describes inability to pass shipping cost increases to customers, not a qualifying implemented customer-cost transfer.",N/A,N/A,None,N/A,High
112,health_care,14,PFE,Pfizer,0000078003,F1,10-Q,2019-11-07,0000078003-19-000082,https://www.sec.gov/Archives/edgar/data/78003/0000078003-19-000082.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,No Signal,N/A,N/A,N/A,N/A,"Price-increase and rebate references are legislative/regulatory risk language, not a concrete company-originated action.",N/A,N/A,None,N/A,High
112,health_care,14,PFE,Pfizer,0000078003,F2,10-K,2020-02-27,0000078003-20-000014,https://www.sec.gov/Archives/edgar/data/78003/0000078003-20-000014.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,No Signal,N/A,N/A,N/A,N/A,"Price-increase and rebate references are legislative/regulatory risk language, not a concrete company-originated action.",N/A,N/A,None,N/A,High
112,health_care,14,PFE,Pfizer,0000078003,F3,10-Q,2020-05-07,0000078003-20-000037,https://www.sec.gov/Archives/edgar/data/78003/0000078003-20-000037.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,No Signal,N/A,N/A,N/A,N/A,"Price-increase and rebate references are legislative/regulatory risk language, not a concrete company-originated action.",N/A,N/A,None,N/A,High
112,health_care,14,PFE,Pfizer,0000078003,F4,10-Q,2020-08-06,0000078003-20-000060,https://www.sec.gov/Archives/edgar/data/78003/0000078003-20-000060.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,No Signal,N/A,N/A,N/A,N/A,"Price-increase and rebate references are legislative/regulatory risk language, not a concrete company-originated action.",N/A,N/A,None,N/A,High
112,health_care,14,PFE,Pfizer,0000078003,F5,10-Q,2020-11-05,0000078003-20-000070,https://www.sec.gov/Archives/edgar/data/78003/0000078003-20-000070.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,No Signal,N/A,N/A,N/A,N/A,"Price-increase and rebate references are legislative/regulatory risk language, not a concrete company-originated action.",N/A,N/A,None,N/A,High
113,health_care,15,BDX,Becton Dickinson,0000010795,F1,10-K,2019-11-27,0000010795-19-000044,https://www.sec.gov/Archives/edgar/data/10795/0000010795-19-000044.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,No Signal,N/A,N/A,N/A,N/A,Reimbursement and inflation discussion does not establish a qualifying customer-economic action.,N/A,N/A,None,N/A,High
113,health_care,15,BDX,Becton Dickinson,0000010795,F2,10-Q,2020-02-06,0000010795-20-000010,https://www.sec.gov/Archives/edgar/data/10795/0000010795-20-000010.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,No Signal,N/A,N/A,N/A,N/A,Reimbursement and inflation discussion does not establish a qualifying customer-economic action.,N/A,N/A,None,N/A,High
113,health_care,15,BDX,Becton Dickinson,0000010795,F3,10-Q,2020-05-07,0000010795-20-000019,https://www.sec.gov/Archives/edgar/data/10795/0000010795-20-000019.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,No Signal,N/A,N/A,N/A,N/A,Reimbursement and inflation discussion does not establish a qualifying customer-economic action.,N/A,N/A,None,N/A,High
113,health_care,15,BDX,Becton Dickinson,0000010795,F4,10-Q,2020-08-06,0000010795-20-000027,https://www.sec.gov/Archives/edgar/data/10795/0000010795-20-000027.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,No Signal,N/A,N/A,N/A,N/A,Reimbursement and inflation discussion does not establish a qualifying customer-economic action.,N/A,N/A,None,N/A,High
113,health_care,15,BDX,Becton Dickinson,0000010795,F5,10-K,2020-11-25,0000010795-20-000055,https://www.sec.gov/Archives/edgar/data/10795/0000010795-20-000055.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,No Signal,N/A,N/A,N/A,N/A,Reimbursement and inflation discussion does not establish a qualifying customer-economic action.,N/A,N/A,None,N/A,High
114,health_care,16,ZTS,Zoetis,0001555280,F1,10-Q,2019-11-07,0001555280-19-000270,https://www.sec.gov/Archives/edgar/data/1555280/0001555280-19-000270.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,No Signal,N/A,N/A,N/A,N/A,Discontinuation references concern hedging/accounting rather than customer products.,N/A,N/A,None,N/A,High
114,health_care,16,ZTS,Zoetis,0001555280,F2,10-K,2020-02-13,0001555280-20-000054,https://www.sec.gov/Archives/edgar/data/1555280/0001555280-20-000054.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,No Signal,N/A,N/A,N/A,N/A,Discontinuation references concern hedging/accounting rather than customer products.,N/A,N/A,None,N/A,High
114,health_care,16,ZTS,Zoetis,0001555280,F3,10-Q,2020-05-06,0001555280-20-000199,https://www.sec.gov/Archives/edgar/data/1555280/0001555280-20-000199.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,No Signal,N/A,N/A,N/A,N/A,Discontinuation references concern hedging/accounting rather than customer products.,N/A,N/A,None,N/A,High
114,health_care,16,ZTS,Zoetis,0001555280,F4,10-Q,2020-08-06,0001555280-20-000261,https://www.sec.gov/Archives/edgar/data/1555280/0001555280-20-000261.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,No Signal,N/A,N/A,N/A,N/A,Discontinuation references concern hedging/accounting rather than customer products.,N/A,N/A,None,N/A,High
114,health_care,16,ZTS,Zoetis,0001555280,F5,10-Q,2020-11-05,0001555280-20-000316,https://www.sec.gov/Archives/edgar/data/1555280/0001555280-20-000316.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,No Signal,N/A,N/A,N/A,N/A,Discontinuation references concern hedging/accounting rather than customer products.,N/A,N/A,None,N/A,High
115,health_care,17,CVS,CVS Health,0000064803,F1,10-Q,2019-11-06,0000064803-19-000049,https://www.sec.gov/Archives/edgar/data/64803/0000064803-19-000049.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,SP004,Moderate,IMPLEMENTATION,Insured health-plan members,Company-originated commercial model,"Premium-rate increases are explicitly linked to rising health-care/benefit costs from F1 onward, but the frozen language remains regulatory/risk constrained rather than Strong implemented transfer.",Moderate,Pre-existing,Persistent,Moderate,High
115,health_care,17,CVS,CVS Health,0000064803,F2,10-K,2020-02-18,0000064803-20-000007,https://www.sec.gov/Archives/edgar/data/64803/0000064803-20-000007.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,SP004,Moderate,IMPLEMENTATION,Insured health-plan members,Company-originated commercial model,"Premium-rate increases are explicitly linked to rising health-care/benefit costs from F1 onward, but the frozen language remains regulatory/risk constrained rather than Strong implemented transfer.",Moderate,Pre-existing,Persistent,Moderate,High
115,health_care,17,CVS,CVS Health,0000064803,F3,10-Q,2020-05-06,0000064803-20-000015,https://www.sec.gov/Archives/edgar/data/64803/0000064803-20-000015.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,SP004,Moderate,IMPLEMENTATION,Insured health-plan members,Company-originated commercial model,"Premium-rate increases are explicitly linked to rising health-care/benefit costs from F1 onward, but the frozen language remains regulatory/risk constrained rather than Strong implemented transfer.",Moderate,Pre-existing,Persistent,Moderate,High
115,health_care,17,CVS,CVS Health,0000064803,F4,10-Q,2020-08-05,0000064803-20-000030,https://www.sec.gov/Archives/edgar/data/64803/0000064803-20-000030.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,SP004,Moderate,IMPLEMENTATION,Insured health-plan members,Company-originated commercial model,"Premium-rate increases are explicitly linked to rising health-care/benefit costs from F1 onward, but the frozen language remains regulatory/risk constrained rather than Strong implemented transfer.",Moderate,Pre-existing,Persistent,Moderate,High
115,health_care,17,CVS,CVS Health,0000064803,F5,10-Q,2020-11-06,0000064803-20-000041,https://www.sec.gov/Archives/edgar/data/64803/0000064803-20-000041.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,SP004,Moderate,IMPLEMENTATION,Insured health-plan members,Company-originated commercial model,"Premium-rate increases are explicitly linked to rising health-care/benefit costs from F1 onward, but the frozen language remains regulatory/risk constrained rather than Strong implemented transfer.",Moderate,Pre-existing,Persistent,Moderate,High
116,health_care,18,LH,Labcorp,0000920148,F1,10-Q,2019-10-31,0000920148-19-000092,https://www.sec.gov/Archives/edgar/data/920148/0000920148-19-000092.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,SP002,Moderate,IMPLEMENTATION,Patients/third-party payers,Company-originated commercial model,"Patient list-price fee schedules and negotiated discounts are an established pricing architecture, but no material strengthening or new mechanism appears by F5.",Moderate,Pre-existing,Persistent,Moderate,High
116,health_care,18,LH,Labcorp,0000920148,F2,10-K,2020-02-28,0000920148-20-000011,https://www.sec.gov/Archives/edgar/data/920148/0000920148-20-000011.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,SP002,Moderate,IMPLEMENTATION,Patients/third-party payers,Company-originated commercial model,"Patient list-price fee schedules and negotiated discounts are an established pricing architecture, but no material strengthening or new mechanism appears by F5.",Moderate,Pre-existing,Persistent,Moderate,High
116,health_care,18,LH,Labcorp,0000920148,F3,10-Q,2020-05-08,0000920148-20-000029,https://www.sec.gov/Archives/edgar/data/920148/0000920148-20-000029.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,SP002,Moderate,IMPLEMENTATION,Patients/third-party payers,Company-originated commercial model,"Patient list-price fee schedules and negotiated discounts are an established pricing architecture, but no material strengthening or new mechanism appears by F5.",Moderate,Pre-existing,Persistent,Moderate,High
116,health_care,18,LH,Labcorp,0000920148,F4,10-Q,2020-07-31,0000920148-20-000043,https://www.sec.gov/Archives/edgar/data/920148/0000920148-20-000043.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,SP002,Moderate,IMPLEMENTATION,Patients/third-party payers,Company-originated commercial model,"Patient list-price fee schedules and negotiated discounts are an established pricing architecture, but no material strengthening or new mechanism appears by F5.",Moderate,Pre-existing,Persistent,Moderate,High
116,health_care,18,LH,Labcorp,0000920148,F5,10-Q,2020-10-29,0000920148-20-000058,https://www.sec.gov/Archives/edgar/data/920148/0000920148-20-000058.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,SP002,Moderate,IMPLEMENTATION,Patients/third-party payers,Company-originated commercial model,"Patient list-price fee schedules and negotiated discounts are an established pricing architecture, but no material strengthening or new mechanism appears by F5.",Moderate,Pre-existing,Persistent,Moderate,High
117,health_care,19,HUM,Humana,0000049071,F1,10-Q,2019-11-06,0000049071-19-000105,https://www.sec.gov/Archives/edgar/data/49071/0000049071-19-000105.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,No Signal,N/A,N/A,N/A,N/A,Medicare Part D cost-sharing stages are statutory plan-design mechanics rather than a newly company-originated economic action.,N/A,N/A,None,N/A,High
117,health_care,19,HUM,Humana,0000049071,F2,10-K,2020-02-20,0000049071-20-000032,https://www.sec.gov/Archives/edgar/data/49071/0000049071-20-000032.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,No Signal,N/A,N/A,N/A,N/A,Medicare Part D cost-sharing stages are statutory plan-design mechanics rather than a newly company-originated economic action.,N/A,N/A,None,N/A,High
117,health_care,19,HUM,Humana,0000049071,F3,10-Q,2020-04-29,0000049071-20-000083,https://www.sec.gov/Archives/edgar/data/49071/0000049071-20-000083.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,No Signal,N/A,N/A,N/A,N/A,Medicare Part D cost-sharing stages are statutory plan-design mechanics rather than a newly company-originated economic action.,N/A,N/A,None,N/A,High
117,health_care,19,HUM,Humana,0000049071,F4,10-Q,2020-08-05,0000049071-20-000106,https://www.sec.gov/Archives/edgar/data/49071/0000049071-20-000106.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,No Signal,N/A,N/A,N/A,N/A,Medicare Part D cost-sharing stages are statutory plan-design mechanics rather than a newly company-originated economic action.,N/A,N/A,None,N/A,High
117,health_care,19,HUM,Humana,0000049071,F5,10-Q,2020-11-03,0000049071-20-000135,https://www.sec.gov/Archives/edgar/data/49071/0000049071-20-000135.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,No Signal,N/A,N/A,N/A,N/A,Medicare Part D cost-sharing stages are statutory plan-design mechanics rather than a newly company-originated economic action.,N/A,N/A,None,N/A,High
118,health_care,20,ALXN,Alexion Pharmaceuticals,0000899866,F1,10-Q,2019-10-23,0000899866-19-000099,https://www.sec.gov/Archives/edgar/data/899866/0000899866-19-000099.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,SP002,Moderate,IMPLEMENTATION,Patients/payers,Company-originated commercial model,"The company repeatedly describes higher-priced therapies and payer barriers, but the trajectory does not show a Strong new pricing action.",Moderate,Pre-existing,Persistent,Moderate,High
118,health_care,20,ALXN,Alexion Pharmaceuticals,0000899866,F2,10-K,2020-02-04,0000899866-20-000012,https://www.sec.gov/Archives/edgar/data/899866/0000899866-20-000012.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,SP002,Moderate,IMPLEMENTATION,Patients/payers,Company-originated commercial model,"The company repeatedly describes higher-priced therapies and payer barriers, but the trajectory does not show a Strong new pricing action.",Moderate,Pre-existing,Persistent,Moderate,High
118,health_care,20,ALXN,Alexion Pharmaceuticals,0000899866,F3,10-Q,2020-05-06,0000899866-20-000042,https://www.sec.gov/Archives/edgar/data/899866/0000899866-20-000042.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,SP002,Moderate,IMPLEMENTATION,Patients/payers,Company-originated commercial model,"The company repeatedly describes higher-priced therapies and payer barriers, but the trajectory does not show a Strong new pricing action.",Moderate,Pre-existing,Persistent,Moderate,High
118,health_care,20,ALXN,Alexion Pharmaceuticals,0000899866,F4,10-Q,2020-07-30,0000899866-20-000074,https://www.sec.gov/Archives/edgar/data/899866/0000899866-20-000074.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,SP002,Moderate,IMPLEMENTATION,Patients/payers,Company-originated commercial model,"The company repeatedly describes higher-priced therapies and payer barriers, but the trajectory does not show a Strong new pricing action.",Moderate,Pre-existing,Persistent,Moderate,High
118,health_care,20,ALXN,Alexion Pharmaceuticals,0000899866,F5,10-Q,2020-10-29,0000899866-20-000088,https://www.sec.gov/Archives/edgar/data/899866/0000899866-20-000088.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,SP002,Moderate,IMPLEMENTATION,Patients/payers,Company-originated commercial model,"The company repeatedly describes higher-priced therapies and payer barriers, but the trajectory does not show a Strong new pricing action.",Moderate,Pre-existing,Persistent,Moderate,High
119,health_care,21,UNH,UnitedHealth Group,0000731766,F1,10-Q,2019-11-06,0000731766-19-000034,https://www.sec.gov/Archives/edgar/data/731766/0000731766-19-000034.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,No Signal,N/A,N/A,N/A,N/A,Rate references are interest-rate/tax mechanics rather than customer pricing actions.,N/A,N/A,None,N/A,High
119,health_care,21,UNH,UnitedHealth Group,0000731766,F2,10-K,2020-02-14,0000731766-20-000006,https://www.sec.gov/Archives/edgar/data/731766/0000731766-20-000006.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,No Signal,N/A,N/A,N/A,N/A,Rate references are interest-rate/tax mechanics rather than customer pricing actions.,N/A,N/A,None,N/A,High
119,health_care,21,UNH,UnitedHealth Group,0000731766,F3,10-Q,2020-05-06,0000731766-20-000026,https://www.sec.gov/Archives/edgar/data/731766/0000731766-20-000026.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,No Signal,N/A,N/A,N/A,N/A,Rate references are interest-rate/tax mechanics rather than customer pricing actions.,N/A,N/A,None,N/A,High
119,health_care,21,UNH,UnitedHealth Group,0000731766,F4,10-Q,2020-08-03,0000731766-20-000042,https://www.sec.gov/Archives/edgar/data/731766/0000731766-20-000042.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,No Signal,N/A,N/A,N/A,N/A,Rate references are interest-rate/tax mechanics rather than customer pricing actions.,N/A,N/A,None,N/A,High
119,health_care,21,UNH,UnitedHealth Group,0000731766,F5,10-Q,2020-11-02,0000731766-20-000049,https://www.sec.gov/Archives/edgar/data/731766/0000731766-20-000049.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,No Signal,N/A,N/A,N/A,N/A,Rate references are interest-rate/tax mechanics rather than customer pricing actions.,N/A,N/A,None,N/A,High
120,health_care,22,COO,Cooper Companies (The),0000711404,F1,10-Q,2019-08-30,0000711404-19-000039,https://www.sec.gov/Archives/edgar/data/711404/0000711404-19-000039.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,No Signal,N/A,N/A,N/A,N/A,"Rate-increase references concern indebtedness and financing, not customers.",N/A,N/A,None,N/A,High
120,health_care,22,COO,Cooper Companies (The),0000711404,F2,10-K,2019-12-20,0000711404-19-000051,https://www.sec.gov/Archives/edgar/data/711404/0000711404-19-000051.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,No Signal,N/A,N/A,N/A,N/A,"Rate-increase references concern indebtedness and financing, not customers.",N/A,N/A,None,N/A,High
120,health_care,22,COO,Cooper Companies (The),0000711404,F3,10-Q,2020-03-06,0000711404-20-000011,https://www.sec.gov/Archives/edgar/data/711404/0000711404-20-000011.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,No Signal,N/A,N/A,N/A,N/A,"Rate-increase references concern indebtedness and financing, not customers.",N/A,N/A,None,N/A,High
120,health_care,22,COO,Cooper Companies (The),0000711404,F4,10-Q,2020-06-05,0000711404-20-000021,https://www.sec.gov/Archives/edgar/data/711404/0000711404-20-000021.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,No Signal,N/A,N/A,N/A,N/A,"Rate-increase references concern indebtedness and financing, not customers.",N/A,N/A,None,N/A,High
120,health_care,22,COO,Cooper Companies (The),0000711404,F5,10-Q,2020-09-04,0000711404-20-000032,https://www.sec.gov/Archives/edgar/data/711404/0000711404-20-000032.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,No Signal,N/A,N/A,N/A,N/A,"Rate-increase references concern indebtedness and financing, not customers.",N/A,N/A,None,N/A,High
121,health_care,23,EW,Edwards Lifesciences,0001099800,F1,10-Q,2019-10-25,0001099800-19-000024,https://www.sec.gov/Archives/edgar/data/1099800/0001099800-19-000024.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,SP003,Strong,IMPLEMENTATION,TAVR customers,Company-originated commercial model,The decision to discontinue the CENTERA program is already explicit in the opening filing and remains the same portfolio-withdrawal mechanism through F5.,High,Pre-existing,Persistent,High,High
121,health_care,23,EW,Edwards Lifesciences,0001099800,F2,10-K,2020-02-14,0001099800-20-000005,https://www.sec.gov/Archives/edgar/data/1099800/0001099800-20-000005.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,SP003,Strong,IMPLEMENTATION,TAVR customers,Company-originated commercial model,The decision to discontinue the CENTERA program is already explicit in the opening filing and remains the same portfolio-withdrawal mechanism through F5.,High,Pre-existing,Persistent,High,High
121,health_care,23,EW,Edwards Lifesciences,0001099800,F3,10-Q,2020-04-28,0001099800-20-000009,https://www.sec.gov/Archives/edgar/data/1099800/0001099800-20-000009.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,SP003,Strong,IMPLEMENTATION,TAVR customers,Company-originated commercial model,The decision to discontinue the CENTERA program is already explicit in the opening filing and remains the same portfolio-withdrawal mechanism through F5.,High,Pre-existing,Persistent,High,High
121,health_care,23,EW,Edwards Lifesciences,0001099800,F4,10-Q,2020-07-27,0001099800-20-000019,https://www.sec.gov/Archives/edgar/data/1099800/0001099800-20-000019.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,SP003,Strong,IMPLEMENTATION,TAVR customers,Company-originated commercial model,The decision to discontinue the CENTERA program is already explicit in the opening filing and remains the same portfolio-withdrawal mechanism through F5.,High,Pre-existing,Persistent,High,High
